set,number,name,type,subtype,rarity,allegiances,traits,artist,politics_ability,politics_cost,intrigue_ability,intrigue_cost,onePower_ability,onePower_cost,combat_ability,combat_cost,effect,lore,printing_of,printing_note
children_of_the_dragon,117,Shiande Aiel,Troop,,U,Aiel,,Michael Phillippi,,,,,,,6,3,"The cost to recruit this troop is increased by [combat][combat][combat] if you do not control Janwin. While participating in a target challenge, if any opponent provides support or opposition to the challenge during the Action Round, this troop additionally generates [support][opposition][damage] when it rolls its dice.","Up the slope they followed him, men and Maidens, nearly a thousand strong...",,
children_of_the_dragon,145,Tomanelle Aiel,Troop,,U,Aiel,,Tony Moseley,,,,,,,6,3,"The cost to recruit this troop is increased by [combat][combat][combat] if you do not control Han. If this troop participated in a challenge this turn, and an opponent placed 2 or more troops in his killed pile, this troop gains +1 Combat (permanently).",It is time for the pipers to play the dance.,,
children_of_the_dragon,86,Martyn Tallanvor,Character,,U,Andor,Light Nature,Michael Phillippi,,,2,1,,,3,1,"If you control Morgase Trakand, there is no cost to recruit this character. You may recruit Morgase Trakand as if your Pattern were 2 higher. Shuffle this card from your hand into your deck to search your deck for Morgase Trakand and place her in your hand.",I am a man who has given his life in service to his queen.,,
children_of_the_dragon,7,Andoran Reserves,Troop,,C,Andor,,Jim Holloway,,,,,,,4,2,"If an Andor troop you control was killed last turn, you may recruit this troop for no cost. Rotate an Andor Lord or Andor Lady you control to allow this troop to roll an additional Combat die when it rolls its dice this turn.","Then came the banners of Caemlyn, white lions on red, borne by mounted men, followed by soldiers of Caemlyn...",,
children_of_the_dragon,21,Cairhien Vanguard,Troop,,C,Cairhien,Multiple,Jim Holloway,,,,,,,3,1,"May not participate in card-based challenges initiated by an opponent. While participating in a non-Pattern challenge, this troop additionally generates [support][opposition][damage][combat] when it rolls its dice.","Though lords commanded and led soldiers in Cairhien, they did not shave their heads and become soldiers. Or had not.",,
children_of_the_dragon,70,Lady Caraline,Character,,U,Cairhien,,NéNé Thomas,2,1,2,2,,,,,"Lady Caraline gains +1 to all printed abilities if no player controls the Cairhien nation contested advantage. If you control High Lord Darlin Sisnera, there is no cost to recruit this character. You may shuffle this card from your hand into your deck to search your deck for High Lord Darlin Sisnera, and place him in your hand.",...I am not sure I can accept you in Cairhien...,,
children_of_the_dragon,10,Ashandarei,Advantage,Character,R2,,Weapon,Larry Elmore,,,,,,,,,"Target Mat. He gains +1 Politics and Combat. If you did not reroll any of Mat's dice, he additionally generates a [damage] for each [damage] he rolled. At the end of a turn, if you did not reroll any of Mat's dice, remove a damage token from him. Shuffle this card from your hand into your deck to search your deck for Mat Cauthon and place him in your hand.",This is our treaty written; thus is agreement made. Thought is the arrow of time; memory never fades. What was asked was given. The price is paid.,,
children_of_the_dragon,55,Half-moon Axe,Advantage,Character,R2,,Weapon,Larry Elmore,,,,,,,,,"Target Perrin. He gains +1 Combat and an additional +1 Combat while participating in challenges. As a limited event, rotate this card to remove a damage token from Perrin. While participating in a challenge against 1 or more Monster troops, you may place up to 2 damage on a Monster troop participating in that challenge when Perrin rolls his dice. Shuffle this card from your hand into your deck to search your deck for Perrin Aybara, and place him in your hand.",A broad half-moon blade on one side of the head and a curved spike on the other...,,
children_of_the_dragon,1,A Crown of Swords,Advantage,Character,U,,,Randy Asplund,,,,,,,,,Reveal an Illian character and troop from your hand to play this card. Target the Dragon Reborn. He gains +1 Politics and the Illian allegiance. Immediately discard this card if you control a non-starting character or troop which has an allegiance other than Illian. All Council of Nine characters you control roll an additional die for each ability when they roll that ability.,"...a heavy gold circlet, two inches wide, of laurel leaves, almost buried among the laurel leaves of the crown were the sharp points of swords.",,
children_of_the_dragon,12,Ba'alzamon,Advantage,Character,R2,,,Steve Snyder,,,,,,,,,"Target Ishamael if he is your starting character: he gains +1 One Power. Symbols generated by Ishamael have all allegiances when used to recruit Dark Nature characters and troops. As a limited event, discard this card from play to rotate up to 4 troops for no effect.","Slowly the shadow descended, resolving into Ba'alzamon, clothed in dead black ... yet even that was not so dark as the shadow that clung to him.",,
children_of_the_dragon,19,Caddar,Advantage,Character,R2,,,Steve Snyder,,,,,,,,,Target Sammael if he is your starting character: he gains +1 Intrigue. Ability symbols generated by Sammael may be used to recruit Aiel characters and troops as if he had the Aiel allegiance. Sammael additionally generates [onePower] when he rolls his dice. This symbol may only be used to recruit a Shaido Wise One.,"It was Caddar, in a nearly black coat, with lace at his neck and wrists.",,
children_of_the_dragon,35,Dark Disguises,Advantage,Character,R2,,,Steve Snyder,,,,,,,,,"Target your starting Forsaken. When you play this card, search your deck for 2 character advantages, reveal them to all players, and place them in your hand. One of the two character advantages must have the word 'gains' and the name of your starting Forsaken in its effect text. The turn you play this card, draw 1 less card during the Draw Round.","My pride is strong enough to support a little fat, when it must.",,
children_of_the_dragon,52,Gai'shain,Advantage,Character,C,,,Rob Carlos,,1,,,,,,,"Target a character you control with only the Aiel allegiance. As a limited event, rotate this card to remove a point of damage from an Aiel card you control. While in play, you may shuffle this card back into your deck, or discard it to reduce the cost of the next Aiel character or troop you recruit by an ability symbol of your choice. (This reduction comes after all multipliers.)",...men and women alike graceful in cowled white robe...,,
children_of_the_dragon,69,Lady Basene,Advantage,Character,R2,,,Steve Snyder,,,,,,,,,Target Graendal if she is your starting character: she gains +1 Intrigue. Any troop you recruit gains the Dark One allegiance. Graendal is considered to have all allegiances for the purpose of challenge participation.,"Her skin became coppery but dull, her hair and eyes dark but flat; she appeared gaunt and frail, a once-beautiful Domani woman slowly losing a battle against illness.",,
children_of_the_dragon,82,Mandarb,Advantage,Character,C,,,Steve Snyder,,,,,,,,,"Target Faile or Lan Mandragoran. If this targets Lan Mandragoran, he gains +1 Combat and Reinforcement. If this targets Faile, she gains +1 Intrigue and when played you may immediately search your deck for a Concealed Dagger and play it on Faile for no cost. Shuffle this card from your hand into your deck to search your deck for Lan Mandragoran, place him in your hand, and you may recruit him this turn as if he had the Dragon allegiance.",You see that black stallion? His name is Mandarb.,,
children_of_the_dragon,129,The Bleakness,Advantage,Character,C,,,Ran Ackels,,,,,,,,,"Target your starting Forsaken. Ability symbols generated by the target may be used to recruit characters and troops as if they had the Aiel allegiance. If you control no characters and troops other than your starting character, the cost of the next Aiel character you recruit is reduced by 2 ability symbols of your choice. (This reduction comes after all multipliers.)","I do not think they know where they are running to, only what they are running from.",,
children_of_the_dragon,130,The Chosen,Advantage,Character,U,,,Steve Snyder,,,,2,,,,,Target a Forsaken you control. He gains +1 One Power. He gains an additional +1 One Power for each 6 tokens on your section of the Pattern.,Now we have awakened in a world where we should stand so far above ordinary mortals as to be another species...,,
children_of_the_dragon,131,The Dragon Scepter,Advantage,Character,R2,,,Larry Elmore,,,,,,,,,"Target the Dragon Reborn. Rotate this card and choose an allegiance. Symbols generated this turn by the Dragon Reborn have the chosen allegiance. Immediately after the Dragon Reborn rolls his dice during the Action Round, rotate and discard this card to negate all ability symbols he rolled and reduce the cost of the next character or troop you recruit this turn by 3 ability symbols of your choice. Ta'veren may use their Politics in the Last Battle.","A good idea to keep it for remembrance, if not as a scepter.",,
children_of_the_dragon,149,Voices of the Dead,Advantage,Character,U,,,Michael Phillippi,,,,,,,,,"Target your Dragon Reborn. Rotate this card and roll 3 One Power dice. The Dragon Reborn generates a [onePower] for each [onePower] you rolled and he may not rotate next turn, other than to heal.","We could work together, Lews Therin.",,
children_of_the_dragon,9,Army of the Light,Troop,,R2,Children of the Light,"Multiple,Reinforcement",Jim Holloway,,,,2,,,6,1,"If you do not shuffle an undamaged Children of the Light troop you control back to its owner's deck when you recruit this troop, kill it immediately.",How soon will your legions ride?,,
children_of_the_dragon,99,Omerna,Character,,U,Children of the Light,,Ran Ackels,1,1,,,,,3,2,"Rotate Omerna, name a card, and target an opponent. The target must reveal a random card from his hand to you. If the card revealed matches the card named, it is placed in its owner's discard pile. If the card does not match, it is returned to its owner's hand, and Omerna does not ready next turn.","His dark eyes seemed more than capable of surveying the harshest battlefield undismayed, as indeed they had.",,
children_of_the_dragon,111,Sammael (II),Character,,R1,Dark One,Forsaken,Steve Snyder,1,,1,,4,4,3,,Only ability symbols generated by a Forsaken may be used to recruit this character. Symbols generated by this character may not be used to recruit. Discard 4 cards from your hand to move a neutral Pattern token to your section of the Pattern. Discard this card from your hand to reduce the cost of the next Forsaken you recruit this turn by an ability symbol of your choice.,"Sammael was compact, solid and larger seeming than he truly was...",,
children_of_the_dragon,50,Forces of Evil,Troop,,U,Dark One,Monster,Chris Arneson,,,,,,,9,,"There is no cost to recruit this troop. If you do not shuffle 3 undamaged Monster troops you control back into their owner's deck when you recruit this troop, kill it immediately.","Fades in hundreds rode across the front of the horde, the fierce, muzzled faces of Trollocs turning away in fear as they passed, huge bodies pulling back to make way.",,
children_of_the_dragon,146,Trolloc Army,Troop,,R2,Dark One,Monster,Chris Arneson,,,,,,,7,4,The cost to recruit this troop is reduced by [combat] if you control 3 or more Monster characters and/or troops.,"Fades moved among them all, nightblack cloaks hanging still...",,
children_of_the_dragon,98,Nightrunner,Character,,R2,Dark One,"Monster,Multiple,Myrddraal,Reinforcement",Steve Snyder,,,,2,,,4,2,"Symbols generated by this character may not be used to recruit characters. If this character has less than 4 damage, you may pay [combat][combat] from your pool to return Nightrunner from play to its owner's hand.","The Myrddraal's blade flickered like a serpent's tongue, darted like black lighting.",,
children_of_the_dragon,31,Collaborators,Troop,,C,Dark One,"Multiple,Dark Nature",Jim Holloway,,,,,,1,3,,"Once per turn, you may target a troop you control. The target may participate in challenges with Monster cards this turn. Shuffle this card from play back into its owner's deck to allow all characters and troops you control to participate in challenges with Monster cards this turn.","Some of the men wore bits of armor - a battered helmet, or a dented breastplate, or a jerkin sewn all over with metal scales - but most wore only coats.",,
children_of_the_dragon,147,Trolloc Champion,Character,,R2,Dark One,"Multiple,Monster",Chris Arneson,,,,1,,,2,1,The number of tokens on your section of the Pattern is considered to be 2 higher for the purposes of recruiting Dark One characters and participating in challenges.,Suddenly one pointed to Rand and raised a howl the rest answered as they charged.,,
children_of_the_dragon,14,Balthamel,Character,,R2,Dark One,"Starting Villain,Forsaken",Steve Snyder,,,2,,4,,1,,"Cannot be the target of a Weapon advantage. If he is at your homefront, Balthamel generates [onePower] for each Pattern you convert to reduce the cost of a character or troop. Balthamel additionally generates [damage][damage] when he rolls his dice. During a challenge, damage generated by Balthamel must be assigned to a Dragon or Aes Sedai card, if possible.","Balthamel tossed Nynaeve aside like a rag, and like a crumpled rag she fell, eyes staring, limp as if all her bones had melted.",,
children_of_the_dragon,48,Fifth Squadron,Troop,,R2,Dragon,Band of the Red Hand,Rob Carlos,,1,,,,,3,1,This troop gains +1 Combat for every 3 Band of the Red Hand troops you control. Shuffle this card from your hand into your deck to search your deck for a non-Fifth Squadron Band of the Red Hand troop and place it in your hand.,"Daerid had formed the hedgehog, spiny thickets of pikes four deep interspersed with bowmen to make a large hollow square.",,
children_of_the_dragon,120,Sixth Squadron,Troop,,R2,Dragon,Band of the Red Hand,Rob Carlos,,1,,,,,3,1,"This troop gains +1 Combat for every 3 Band of the Red Hand troops you control. As a limited event, shuffle a Band of the Red Hand troop from your hand into your deck to remove up to 2 damage from a Band of the Red Hand troop you control.","The Band's red fringed banner led the way, a red hand on white, the Band's motto crimson-embroidered below.",,
children_of_the_dragon,51,Fourth Squadron,Troop,,R2,Dragon,"Multiple,Band of the Red Hand",Rob Carlos,,1,,,,,1,,This troop gains +1 Combat for every 6 Band of the Red Hand troops you control. This troop rolls 2 additional Combat dice when it rolls its Combat dice. Discard this troop if you control a troop which does not have the Dragon or Mercenary allegiance.,"...the Cairhienin formed into one long line to either side of him, facing upslope.",,
children_of_the_dragon,126,Tam al'Thor,Character,,R1,Dragon,"Reinforcement,Two Rivers",Chris Arneson,,,,,,,4,,"This character has no cost and is recruited into the battleground. Tam al'Thor's abilities cannot be increased, and he may only reinforce a challenge in which a Ta'veren you control is participating. At the start of the Draw Round (before the Discard the Dead phase) if Tam al'Thor has less than 4 damage, shuffle this card back into its owner's deck. Discard this card from your hand to give the Dragon Reborn +1 to all printed abilities until the end of the turn.",...there was a solidness to him...,,
children_of_the_dragon,104,Rand al'Thor (IX),Character,,R2,Dragon,"Starting Hero,Dragon Reborn,Ta'veren",Steve Snyder,,,,,3,,4,,"Once per game, you may search your deck for a Heron-Marked Blade, and place it on the Dragon Reborn for no cost. This character may not be replaced.","... he could forget himself in the dancelike flow from form to form, the practice sword alive in his hands...",,
children_of_the_dragon,105,Rand al'Thor (X),Character,,R2,Dragon,"Starting Hero,Dragon Reborn,Ta'veren",Mark Poole,1,,1,,2,,1,,"The first time the Dragon Reborn rolls [onePower][onePower], he permanently gains +1 One Power. You may begin the game with an extra card in your starting hand (you must still conform to all other starting hand restrictions). This character may not be replaced unless there are 10 or more total Pattern in the game.","By my honor and the Light, my life will be a dagger for Sightblinder's heart.",,
children_of_the_dragon,103,Rand al'Thor (VIII),Character,,R2,"Dragon,Aiel","Starting Hero,Dragon Reborn,Ta'veren",Chris Arneson,2,,,,2,,1,,"The first time the Dragon Reborn rolls [onePower][onePower], he permanently gains +1 One Power. When the Dragon Reborn rolls his dice he additionally generates [combat]. This symbol has only the Aiel allegiance and may only be used to recruit. If you control at least 5 Clan Chief characters, this character permanently gains the trait Car'a'carn.",My father was Janduin ... clan chief of the Taardad.,,
children_of_the_dragon,87,Mat the General,Character,,R1,Dragon,"Ta'veren,Reinforcement",Steve Snyder,1,,4,,,,4,,"There must be 10 or more total Pattern in the game to play this card. Replace a card that replaced Mat Cauthon. You may reroll any of Mat's dice each turn (after making his initial roll; the old results are ignored.) All Band of the Red Hand troops you control participating in the same challenge with Mat gain +1 Combat. Symbols generated by this character have all allegiances when used to recruit troops. Shuffle this card from your hand into your deck to search your deck for Mat Cauthon, Ashandarei, or Foxhead Medallion and place that card in your hand.",Dovie'andi se tovya sagain.,,
children_of_the_dragon,102,Perrin Goldeneyes,Character,,R1,Dragon,"Wolfbrother,Ta'veren,Reinforcement,Two Rivers",Steve Snyder,3,,2,,,,4,,"There must be 10 or more total Pattern in the game to play this card. Replace a card that replaced Perrin Aybara. All Mercenary cards you control gain +1 to all non-zero abilities. While participating in a challenge, this character generates a troop damage for each [damage] he rolled. Symbols generated by this character have all allegiances when used to recruit Light Nature characters. Shuffle this card from your hand into your deck to search your deck for Perrin Aybara, Half-moon Axe, or Blacksmith's Hammer and place that card in your hand.",...you'll find a commoner who showed uncommon courage...,,
children_of_the_dragon,8,Aram,Character,,U,Dragon,,Ran Ackels,,1,,,,,2,1,"When this character rolls his Combat dice while participating in a challenge, he rolls an additional Combat die for each Ta'veren you control participating in that challenge. As a limited event, rotate this card and target Perrin if he is at your homefront. Perrin is readied, moved to the battleground, and gains reinforcement until the end of the turn.","...a slender, handsome young man in a red and green striped coat put his head in. He flashed a smile, all white teeth oozing charm.",,
children_of_the_dragon,59,Herid Fel,Character,,R2,Dragon,,Jim Houston,,2,1,,,,,,"May not be the target of advantages. Once per game, rotate this card to search your deck for a contested advantage which is not a nation contested advantage and place it in your hand. Rotate to place a control token on a contested advantage you control which is not a nation contested advantage. While participating in the Last Battle, this character additionally generates [support][support][support] when he rolls his dice.","Herid Fel himself was a stout man, who looked as if he had forgotten to brush his thin gray hair.",,
children_of_the_dragon,78,Lord of the Morning,Character,,R1,Dragon,,Larry Elmore,3,,,,4,,2,,"Replace Rand al'Thor. Gain a Pattern when you fulfill the Requirements of a non-Repeatable Prophecy you control. When any player recruits a Forsaken, place an Enemy token on this card. This character rolls an additional One Power die when he rolls his One Power for each Enemy token on this card. This card does not count as a character card for starting hand selection purposes.",Let the arm of the Lord of Dawn shelter us from the Dark...,,
children_of_the_dragon,77,Lord Marac den Norvin,Character,,U,Illian,Council of Nine,Steve Snyder,3,2,1,1,,,1,,"May not be recruited if Lord Brend is in play. If Lord Brend is played, discard this character. Once per turn, a Council of Nine character you control may rotate as a limited event to remove up to 3 damage tokens from himself.",A wide man with a stolid manner. He often seemed more craftsman than lord despite the rich silks beneath his lavish armor.,,
children_of_the_dragon,37,Demetre Marcolin,Character,,U,Illian,First Captain of the Companions,Steve Snyder,1,,2,1,,,3,2,"The Companions gain +1 Combat if you control them. While participating in a challenge, Demetre Marcolin may pay [politics] or [intrigue] to generate [combat]. Demetre Marcolin may pay [combat] to target an Illian card you control; the target ignores any damage tokens on it when it rolls its dice this turn.",...Marcolin was old enough to remember when Tam al'Thor had been Second Captain.,,
children_of_the_dragon,61,Illian Tall Ships,Troop,,C,Illian,Multiple,Ron Walotsky,,1,,,,,3,1,"This troop gains +1 Combat if you control the Illian nation contested advantage, or +2 Combat if you control it by 5 or more.","A dozen ships were clearly visible from where she stood, and more beyond...",,
children_of_the_dragon,151,War Galleys,Troop,,C,Illian,Multiple,Steve Snyder,,,,,,,6,2,"If this troop participated in a challenge this turn, it does not ready and may not participate in challenges next turn.",Illian's shipyards produce many of the ships that dock within her harbor...,,
children_of_the_dragon,100,Peace of Rhuidean,Event,Limited,C,,,Kenneth Waters,,,,,,,,,"Rotate a Wise One you control and target a challenge. All [damage] generated by any means in the target challenge are negated. In addition, all ability symbols generated by characters and troops you control participating in the challenge are negated.","The peace of Rhuidean, a woman's voice called from up slope, the tension leaving the Aiel.",,
children_of_the_dragon,127,Tarmon Gai'don,Event,Limited,R2,,,Randy Asplund,,,,,,2,,,"You may only play this event once per game. For every 3 Pattern tokens on your section of the Pattern, add a token to your section of the Pattern.","The Sharom broke apart like an egg and began to drift down, falling, an obsidian inferno. Darkness spread across the sky, swallowing the sun in unnatural night, as if the light of those flames was blackness.",,
children_of_the_dragon,144,Toh,Event,Limited,C,,,Ron Walotsky,,,,,,,,,You may not play event cards for the rest of the turn. No event cards may be played during a Resolution Round this turn. Any other player may move one of his Pattern tokens to your section of the Pattern to ignore this restriction for the next event he plays this turn.,"We -- I -- failed, Adelin said. ""We should have been here when the Draghkar came. Instead we ran like children to dance the spears.""",,
children_of_the_dragon,54,Hadnan Kadere,Character,,U,Mercenary,"Dark Nature,Peddler",Steve Snyder,,,3,2,,,1,,"May only be recruited by a Villain player. Pay [onePower] to permanently give Hadnan Kadere the Dark One allegiance. If you recruited no characters or troops this turn, you may shuffle 1 card you drew during the Draw Round into your deck and draw a card.","His hooked beak of a nose and dark, tilted eyes gave his square, swarthy face a predatory look not lessened when he put on a wide smile and swept his broad-brimmed hat off in a bow.",,
children_of_the_dragon,64,Isendre,Character,,U,Mercenary,"Dark Nature,Peddler",Steve Snyder,,,2,1,,,,,"May only be recruited by a Villain player. If Isendre participated in the Pattern challenge this turn and you gained a Pattern from the Pattern challenge, all characters and troops you control participating in card-based challenges this turn additionally generate [support][opposition] when they roll their dice.","Strange. Her smile became wickedly mischievous. ""I thought you would be handsomer.""",,
children_of_the_dragon,6,Aludra,Character,,U,Mercenary,Illuminator,Ran Ackels,1,,1,2,,,,,"During the Coming to Grips phase of a challenge in which she is participating, you may shuffle Aludra back into her owner's deck to generate [damage][damage][damage] character damage in that challenge.","You wish me to tell you all of my secrets? I am grateful, but I am not in love.",,
children_of_the_dragon,34,Dapple,Character,,U,Mercenary,"Wolf,Reinforcement",Rob Carlos,,,,,,,3,1,"You must control a Wolfbrother to bring Dapple into play. Discard Dapple if you do not control a Wolfbrother. Dapple cannot be the target of advantages. Ability symbols generated by Dapple are ignored. Rotate Dapple to search your deck for a non-Multiple Wolf character, and place it in your hand.","Dapple? ... a wolf with fur that faded through a dozen shades of gray, dark and light, turned her head to look at him.",,
children_of_the_dragon,154,Wolfbrother,Character,,C,Mercenary,"Wolfbrother,Wolf,Multiple",Jim Houston,,,,,,,3,1,May not be recruited by a Villain player. You must control a Wolfbrother to bring this character into play. This character cannot be the target of advantages. Ability symbols generated by this character are ignored. This character gains +1 Combat while participating in a challenge with 3 or more other Wolfbrother characters.,"There is nothing here that remembers being a Noam, nothing that remembers being a man.",,
children_of_the_dragon,137,The Waste,Advantage,World,U,,Contested Advantage,Kenneth Waters,,,,,,,,,"Characters and troops with an allegiance other than Aiel cannot participate in this contested challenge. If you control this advantage, all characters and troops you control with only the Aiel allegiance additionally generate [support][opposition] when they roll the Combat die face which only pictures a [damage].",Rugged slab-sided mountains that looked carved by a mad giant's axe broiled beneath a blazing sun in a cloudless sky.,,
children_of_the_dragon,57,He Who Comes With the Dawn,Advantage,Player,U,,Prophecy,Steve Snyder,,,,,,,,,"Requirements: Control 4 or more Wise One characters and/or a Car'a'carn. Benefits: Once per turn, your Car'a'carn may reroll any of his dice (immediately after making his initial roll; the old results are ignored). While participating in challenges, all Wise One characters you control roll an additional Intrigue die when they roll their dice.","... he will come from Rhuidean at dawn, and tie you together with bonds you cannot break.",,
children_of_the_dragon,58,He Will Bind and Destroy Them,Advantage,Player,U,,Prophecy,Jim Houston,,,,,,,,,"Requirements: Control 4 or more Clan Chief characters and/or a Car'a'carn. Benefits: Search your deck for a Clan Chief and a non-Multiple Aiel troop and place them in your hand. The next Clan Chief and troop you recruit have no cost. Once per turn, you may kill a Clan Chief you control participating in a challenge after he rolls his dice to generate [support][support][support][support][opposition][opposition][opposition][opposition] in that challenge.","He will take you back, and he will destroy you.",,
children_of_the_dragon,107,Remnant of a Remnant,Advantage,Player,U,,Prophecy,Denise Harris,,,,,,,,,"Requirements: Control 4 or more Maiden of the Spear cards and/or a Car'a'carn. Benefits: Search your deck for a Maiden of the Spear card and place it in your hand. If there are 16 or more total Pattern in the game, for each Maiden of the Spear character you control, you may reroll one of her dice each turn (immediately after making her initial roll; the old result is ignored).","... yet the remnant of a remnant shall he save, and they shall live.",,
children_of_the_dragon,24,Casualties of War,Advantage,Player,C,,Starting Advantage,Jim Holloway,,,,,,,,,"An opponent may only play one card or use one card's effect per turn, of his choice, which would allow him to draw 1 or more cards. If other cards and/or card effects would allow him to draw additional cards beyond this, the cards drawn are instead shuffled back into his deck.","The blotches on the walls of Taien were bodies, contorted in their final agonies, bloated in the sun, and handing by their necks in a row that seemed to encircle the town.",,
children_of_the_dragon,27,Chief's Chair,Advantage,Player,C,,Starting Advantage,Tina Druce-Hoffman,,,,,,,,,"Discard all Maiden of the Spear and Wise One cards you control. Each Clan Chief you recruit costs an additional [combat] for each Clan Chief you control. (This increase applies after all multipliers.) As a limited event, rotate this card to shuffle an Aiel troop from your hand into your deck to search your deck for a non-Multiple Aiel troop and place it in your hand. You may recruit Clan Chief characters as if your Pattern were 2 higher.","Rand saw only 1 chair, tall backed, and lacquered red and gold, with a look of not much use, the chief's chair.",,
children_of_the_dragon,28,Children's Crusade,Advantage,Player,C,,Starting Advantage,Jim Holloway,,,,,,,,,"Rotate this card and a Children of the Light character you control to give all characters and troops you control with only the Children of the Light allegiance, whose highest printed ability is 3 or less, +1 to all printed abilities until the end of the turn. Rotate this card to allow your Children of the Light cards to participate in challenges with Dragon and non-Monster Dark One cards this turn.",Recruits flocked to the Children's banners in greater numbers than for years.,,
children_of_the_dragon,67,Ji'e'toh,Advantage,Player,C,,Starting Advantage,Ron Walotsky,,,,,,,,,"You may not play this card if you control Chief's Chair, Sweat Tents, or Maidens of the Spear advantage. Discard the Chief's Chair, Sweat Tents, and/or Maidens of the Spear advantages if you control them. You may not control more than 3 Clan Chief, 4 Maiden of the Spear, and 4 Wise One characters.",Honor and obligation.,,
children_of_the_dragon,71,Lay of the Land,Advantage,Player,C,,Starting Advantage,Kenneth Waters,,,,,,,,,"Once per game, search your deck for a Terrain card and place it in your hand. You may target the Pattern challenge with Terrain cards. If you targeted a challenge with a Terrain card, your starting character additionally generates [support][opposition] when he rolls his dice while participating in the target challenge.",A man could not be too careful if he wanted to stay alive on this day and this ground.,,
children_of_the_dragon,75,Lines of Command,Advantage,Player,C,,Starting Advantage,Randy Asplund,,,,,,,,,No opponent may have more than 10 troops participating in all challenges in a given turn unless he has 5 or more characters in play and/or in his killed pile. No opponent may have more than 10 characters participating in all challenges in a given turn unless he has 5 or more troops in play and/or in his killed pile.,"The clans came to number twelve, and grew to be as large as nations...",,
children_of_the_dragon,80,Maidens of the Spear,Advantage,Player,C,,Starting Advantage,Tony Moseley,,,,,,,,,"Discard all Clan Chief and Wise One characters you control. Maiden of the Spear characters you control may use their ability symbols to recruit Aiel troops. Maiden of the Spear cards you control have Reinforcement. As a limited event, move a Maiden of the Spear card you control from your homefront to the battleground.","The Roof of the Maidens lay halfway up the still brightly lit east wall of the canyon, a garden-topped rectangle of grayish stone doubtless larger inside that it looked.",,
children_of_the_dragon,124,Sweat Tents,Advantage,Player,C,,Starting Advantage,Rob Carlos,,,,,,,,,"If you control more than 1 Clan Chief and/or 1 Maiden of the Spear, discard all Clan Chief and Maiden of the Spear cards you control. Once per turn, per Wise One, you may discard an advantage which targets a Wise One you control participating in a challenge to generate [support][opposition] in that challenge. If a Wise One you control with a printed One Power ability generated no [onePower] when she rolled her dice, she generates a [onePower]. This symbol may only be used to recruit.",...damp heat hit her like a stick between the eyes...,,
children_of_the_dragon,15,Battle Readiness,Advantage,Player,U,,,Jim Holloway,,,,1,,,,2,"This card has no cost if you control a nation contested advantage by 10 or more. When troops you control with Reinforcement do not reinforce a challenge, they roll an additional Combat die when they roll their Combat dice during that challenge.",There's no telling what would have happened if a party of the Queen's Guards hadn't come along.,,
children_of_the_dragon,72,Lead by Example,Advantage,Player,C,,,Tina Druce-Hoffman,,1,,,,,,,"Rotate and target a non-starting character with a printed Combat ability controlled by an opponent. While the target is not participating in a challenge this turn, his effect text is blanked.",If he had known one of the Forsaken was loose - and inside the Stone - he would have never gone near the place.,,
children_of_the_dragon,85,Manifest Destiny,Advantage,Player,C,,,Jim Holloway,,,,,,,,,"Immediately discard this card if you control any non-starting characters or troops with the Aes Sedai, Children of the Light, Dark One, or Dragon allegiance. Choose an allegiance when you play this card. All non-starting characters you control with the chosen allegiance, whose highest printed ability is 2 or less, gain +1 to all printed non-One Power abilities. All troops you control with the chosen allegiance gain +1 to all printed abilities of 3 or less. Once per game, search your deck for a nation contested advantage and place it in your hand.",Queen Morgase can lead us and put things right...,,
children_of_the_dragon,110,Rhuidean,Advantage,Player,U,,,Steve Snyder,,,,,,,,,"If you control The Three Fold Land rotate this card and look at the top 4 cards in your deck. Place them back in any order, and you may immediately shuffle your deck. Shuffle this card from your hand into your deck to search your deck for The Three Fold Land and place it in your hand.","And out of that roiling gray stuck the tops of towers, some spired, some ending abruptly as though the masons still worked.",,
children_of_the_dragon,132,The Fifth,Advantage,Player,C,,,Kenneth Waters,,,,,,,,,"Discard if you do not control 2 or more Clan Chief, Wise One, and/or Maiden of the Spear characters. Convert a Pattern to allow your Aiel cards to participate in a target nation contested advantage challenge this turn as if they had the appropriate allegiance. Once per game, per nation contested advantage, you may remove 5 of your control tokens from that nation contested advantage to draw a card and add [combat][combat][combat] to your pool. These symbols have the Aiel allegiance.","When Aiel took one of the holds of an enemy clan in the Waste, by custom - or maybe law... they carried away one-fifth of all it contained...",,
children_of_the_dragon,128,Tear Regiment,Troop,,C,Tear,Multiple,Jim Holloway,,1,,,,,3,,"If you have The Stone of Tear in play, you may rotate it as a limited event to remove up to 2 damage from this troop. If you control the Tear nation contested advantage, you may shuffle this troop back into your deck when it is placed in your killed pile.","Their commander, a captain distinguished by two short white plumes on his helmet, held himself only a trifle less stiffly.",,
children_of_the_dragon,60,High Lord Darlin Sisnera,Character,,U,Tear,,Ran Ackels,2,2,,,,,2,1,"This character gains +1 to all printed abilities if no player controls the Tear nation contested advantage. If you control Lady Caraline, there is no cost to recruit this character. You may shuffle this character from your hand into your deck to search your deck for Lady Caraline and place her in your hand.","The Light willing, I may see Tear sovereign on its own land once more before I die.",,
